ID,Age,Gender,Room_Temperature (°C),Bedtime,Wakeup_Time
7175,35,Male,21,23:59,5:26
7176,27,Female,19,22:15,5:43
7177,53,Female,24,21:46,5:48
7178,61,Female,23,23:03,5:42
7179,63,Female,24,23:39,5:00
7180,33,Female,18,23:19,6:26
7181,33,Female,22,22:43,7:00
7182,60,Male,18,23:22,7:49
7183,27,Male,18,22:33,7:01
7184,46,Male,19,22:12,6:30
7185,42,Female,20,21:27,6:53
7186,61,Female,20,23:20,7:42
7187,30,Female,21,22:19,5:23
7188,47,Female,18,22:06,6:14
7189,39,Female,21,21:26,5:02
7190,37,Female,18,21:46,7:20
7191,59,Male,21,23:47,5:44
7192,25,Female,22,23:16,5:18
7193,42,Male,25,22:30,6:11
7194,63,Male,21,23:12,7:19
7195,51,Female,25,22:05,7:32
7196,55,Female,20,23:13,7:38
7197,51,Male,25,23:08,6:20
7198,45,Female,22,23:14,7:51
7199,52,Male,25,22:53,5:57
7200,58,Female,21,23:14,7:06
7201,56,Female,24,22:15,7:04
7202,28,Male,22,23:16,6:19
7203,48,Male,18,21:31,5:39
7204,38,Male,25,22:21,7:44
7205,47,Male,18,22:00,6:57
7206,25,Female,19,22:00,7:00
7207,55,Female,23,21:09,6:20
7208,39,Female,21,23:37,7:13
7209,39,Male,20,22:41,7:12
7210,65,Female,21,23:18,7:19
7211,36,Female,21,22:56,6:21
7212,35,Female,25,21:59,7:08
7213,39,Female,20,23:27,5:58
7214,19,Male,20,21:22,7:58
7215,24,Male,21,22:27,6:39
7216,65,Female,20,21:57,5:00
7217,50,Male,24,23:31,7:17
7218,60,Female,23,22:55,6:51
7219,47,Female,20,22:38,5:39
7220,35,Male,22,22:28,7:58
7221,64,Male,19,23:51,6:46
7222,49,Male,22,22:46,6:13
7223,53,Male,22,22:01,7:46
7224,57,Female,18,23:41,5:56
7225,44,Male,19,21:56,6:50
7226,29,Male,19,21:53,6:45
7227,35,Male,21,21:29,7:36
7228,44,Male,23,22:41,5:04
7229,44,Male,25,21:59,5:11
7230,60,Male,23,22:46,7:31
7231,21,Female,23,21:43,7:52
7232,35,Male,21,22:03,7:41
7233,24,Male,23,23:48,7:22
7234,24,Male,22,22:33,7:24
7235,65,Male,22,23:10,7:16
7236,37,Female,25,23:52,5:51
7237,34,Male,24,21:56,6:15
7238,59,Male,20,22:52,6:25
7239,60,Female,18,22:12,5:30
7240,42,Female,24,22:59,5:30
7241,25,Male,24,21:25,5:09
7242,39,Male,21,21:44,6:12
7243,25,Male,23,22:16,6:04
7244,33,Male,18,23:34,5:20
7245,52,Male,23,21:26,7:01
7246,34,Female,25,21:41,5:38
7247,57,Female,23,23:49,5:35
7248,34,Male,25,23:31,7:33
7249,62,Female,19,22:49,7:22
7250,55,Male,21,21:09,5:52
7251,27,Male,25,23:04,5:36
7252,47,Female,20,23:48,7:11
7253,53,Female,18,23:39,6:48
7254,54,Female,20,21:10,7:15
7255,43,Female,21,23:57,6:35
7256,46,Female,21,23:57,6:31
7257,33,Female,19,22:14,7:37
7258,32,Male,24,21:30,7:52
7259,25,Female,21,22:24,5:40
7260,43,Female,25,22:14,6:43
7261,50,Male,18,23:09,7:59
7262,50,Male,18,21:56,5:15
7263,24,Female,24,23:39,6:47
7264,30,Female,22,21:31,5:42
7265,44,Male,25,22:28,7:24
7266,37,Female,20,23:52,5:21
7267,56,Male,18,22:08,5:29
7268,43,Male,25,23:01,5:53
7269,52,Male,22,21:10,5:16
7270,19,Male,22,21:48,5:39
7271,63,Female,23,21:19,5:47
7272,59,Female,21,23:58,5:01
7273,21,Female,23,23:55,6:07
7274,58,Male,18,23:08,6:12
7275,42,Female,22,23:53,5:51
7276,22,Female,24,21:08,7:08
7277,25,Male,19,21:26,7:10
7278,57,Male,19,23:57,5:23
7279,60,Male,25,21:33,7:00
7280,46,Male,22,21:19,7:01
7281,62,Female,25,21:25,7:33
7282,44,Female,21,22:28,5:22
7283,38,Female,24,21:16,7:17
7284,21,Male,20,23:48,6:37
7285,49,Female,24,22:54,5:21
7286,34,Male,19,22:08,5:23
7287,43,Female,24,21:45,6:08
7288,65,Male,21,22:25,5:47
7289,34,Male,20,23:22,5:54
7290,30,Male,24,21:19,5:37
7291,45,Male,21,23:57,5:18
7292,53,Female,20,23:48,7:18
7293,42,Female,20,21:10,5:05
7294,28,Male,25,21:34,6:29
7295,45,Male,19,22:27,5:21
7296,22,Female,18,22:32,7:13
7297,21,Male,18,21:50,6:55
7298,50,Male,23,23:35,5:26
7299,20,Female,21,21:57,6:10
7300,62,Female,25,23:43,7:45
7301,34,Female,25,21:01,6:15
7302,38,Female,18,21:31,6:35
7303,38,Male,22,21:46,6:20
7304,19,Female,20,22:22,6:42
7305,31,Male,23,21:10,5:30
7306,63,Male,24,21:23,7:54
7307,48,Male,18,23:42,5:56
7308,54,Male,21,23:10,7:53
7309,27,Female,18,21:22,6:18
7310,54,Male,18,22:23,5:47
7311,35,Male,18,23:02,6:42
7312,34,Male,19,21:43,7:52
7313,23,Male,23,22:04,5:42
7314,30,Female,20,21:56,7:45
7315,60,Female,22,22:07,6:21
7316,48,Male,20,21:52,6:41
7317,51,Male,19,22:22,6:20
7318,64,Male,22,23:56,7:43
7319,43,Male,21,23:07,7:23
7320,65,Male,18,21:19,6:47
7321,55,Male,24,21:12,5:54
7322,46,Female,22,21:20,6:04
7323,28,Female,24,21:56,5:40
7324,64,Female,19,21:42,5:03
7325,58,Female,22,21:51,6:33
7326,26,Female,23,22:30,5:16
7327,30,Male,19,23:45,6:33
7328,62,Male,19,22:09,7:46
7329,21,Female,19,23:54,6:21
7330,31,Female,21,22:47,5:00
7331,60,Female,18,22:14,6:14
7332,65,Female,25,21:49,7:03
7333,19,Male,24,21:10,6:11
7334,38,Female,20,21:53,7:26
7335,42,Female,21,22:51,7:55
7336,29,Male,25,22:42,5:53
7337,49,Female,23,23:17,5:03
7338,18,Female,20,21:07,5:52
7339,63,Male,20,21:06,6:29
7340,29,Male,20,23:12,7:40
7341,35,Male,21,23:05,6:56
7342,26,Female,23,23:24,5:07
7343,31,Male,18,21:18,6:22
7344,22,Male,21,22:02,7:45
7345,30,Female,20,21:44,5:41
7346,25,Female,18,21:51,5:16
7347,62,Male,21,22:03,7:02
7348,64,Female,23,22:21,5:12
7349,54,Female,24,23:15,5:18
7350,63,Female,21,22:51,5:09
7351,51,Male,25,23:50,6:15
7352,27,Female,21,23:23,6:40
7353,55,Female,24,22:25,7:33
7354,42,Female,18,21:49,6:34
7355,44,Male,24,23:53,6:43
7356,57,Female,24,23:06,7:55
7357,28,Female,18,21:08,5:21
7358,32,Female,19,21:20,7:17
7359,23,Female,24,23:53,7:01
7360,37,Male,21,22:34,5:24
7361,34,Male,22,23:35,5:21
7362,49,Female,23,22:56,7:06
7363,49,Female,19,22:50,5:25
7364,21,Male,22,23:09,5:18
7365,29,Female,25,22:58,5:33
7366,61,Female,24,23:33,6:21
7367,22,Female,22,21:28,7:56
7368,26,Female,20,22:47,7:45
7369,38,Female,21,22:31,5:48
7370,57,Male,18,21:39,6:47
7371,42,Female,25,23:41,5:14
7372,32,Male,24,22:29,7:25
7373,35,Male,19,22:08,6:21
7374,48,Male,24,21:49,6:21
7375,42,Male,19,23:28,7:31
7376,64,Male,22,21:11,5:46
7377,28,Female,20,21:20,5:43
7378,28,Female,22,23:54,5:49
7379,62,Female,19,21:12,6:42
7380,48,Male,21,21:54,7:34
7381,32,Female,24,21:23,6:17
7382,54,Female,18,21:57,6:22
7383,36,Female,24,22:02,5:04
7384,29,Male,23,21:58,6:22
7385,22,Female,20,23:22,7:42
7386,34,Male,21,22:27,5:35
7387,41,Female,25,22:27,5:06
7388,45,Male,19,23:36,5:34
7389,33,Female,21,21:26,6:02
7390,59,Male,23,22:51,7:29
7391,33,Female,19,22:57,5:12
7392,18,Female,22,21:09,7:23
7393,41,Female,20,23:54,5:08
7394,34,Male,18,22:07,5:33
7395,42,Male,24,23:30,7:11
7396,46,Male,23,22:32,5:51
7397,53,Female,22,23:41,5:20
7398,36,Female,21,22:38,7:05
7399,55,Female,23,21:04,5:02
7400,21,Female,22,21:30,7:02
7401,32,Female,23,21:10,7:06
7402,38,Male,18,21:01,7:06
7403,46,Male,19,21:40,5:18
7404,24,Female,19,23:32,5:48
7405,34,Male,23,22:24,7:53
7406,62,Male,21,22:16,7:39
7407,20,Male,24,23:06,6:25
7408,34,Male,24,22:30,7:58
7409,23,Male,24,22:07,6:45
7410,21,Male,22,22:57,6:17
7411,57,Male,24,22:19,5:40
7412,20,Male,25,22:15,7:18
7413,27,Female,19,23:49,6:23
7414,57,Male,19,21:04,7:49
7415,24,Male,24,22:22,5:30
7416,38,Female,25,21:57,6:52
7417,36,Male,20,21:32,6:41
7418,50,Female,23,21:03,6:06
7419,39,Male,21,21:05,5:56
7420,61,Female,23,23:58,5:06
7421,49,Female,22,23:35,5:15
7422,32,Female,21,22:47,5:43
7423,52,Female,22,21:06,5:52
7424,26,Female,22,23:08,6:50
7425,27,Male,25,22:23,5:33
7426,56,Male,23,23:31,6:21
7427,65,Male,21,23:59,7:33
7428,64,Male,23,22:36,5:13
7429,23,Female,24,21:44,6:50
7430,44,Male,23,21:59,5:05
7431,44,Male,19,23:11,6:20
7432,22,Male,24,22:06,5:42
7433,41,Male,24,21:19,6:27
7434,23,Male,20,22:50,6:15
7435,53,Male,22,21:34,5:56
7436,59,Female,23,21:59,7:09
7437,19,Female,25,22:21,6:12
7438,53,Female,25,22:12,5:57
7439,53,Male,18,21:59,7:20
7440,45,Male,21,22:53,6:09
7441,41,Female,25,22:35,5:54
7442,35,Male,24,23:54,5:42
7443,28,Female,25,23:33,7:52
7444,28,Female,24,21:10,7:47
7445,43,Male,21,23:37,6:15
7446,57,Female,18,21:41,5:43
7447,59,Male,25,21:16,7:49
7448,43,Male,18,22:46,6:29
7449,49,Female,24,22:33,7:58
7450,27,Male,24,22:04,5:21
7451,49,Male,18,22:55,5:56
7452,27,Male,20,22:28,6:10
7453,64,Female,19,22:21,5:19
7454,60,Male,19,23:22,6:49
7455,39,Male,22,23:00,5:10
7456,45,Female,25,21:35,5:07
7457,58,Female,19,23:38,7:49
7458,65,Male,21,22:56,7:39
7459,41,Female,23,21:44,5:43
7460,18,Male,25,23:23,5:02
7461,29,Female,22,21:01,7:43
7462,44,Male,23,21:21,6:36
7463,44,Female,18,23:31,7:25
7464,41,Male,23,21:06,5:55
7465,35,Male,21,22:00,7:33
7466,40,Male,21,23:57,7:16
7467,33,Female,22,22:35,6:55
7468,43,Male,21,21:06,5:49
7469,27,Male,23,23:39,6:22
7470,64,Female,18,23:32,5:11
7471,39,Female,23,21:35,7:25
7472,31,Female,18,22:34,5:45
7473,56,Female,18,21:00,6:01
7474,47,Male,21,22:04,5:53
7475,42,Male,23,21:56,5:15
7476,20,Female,19,21:56,5:51
7477,63,Female,21,21:08,5:53
7478,32,Male,22,22:15,7:22
7479,43,Female,18,21:14,7:19
7480,18,Female,24,22:19,7:41
7481,59,Female,19,22:49,6:49
7482,59,Male,23,21:48,5:08
7483,21,Male,22,21:21,7:11
7484,36,Male,20,23:51,5:16
7485,39,Male,20,21:54,7:06
7486,32,Female,22,22:41,7:25
7487,57,Female,19,22:22,6:03
7488,30,Male,19,22:49,5:05
7489,42,Female,22,22:32,6:07
7490,30,Male,20,21:26,7:24
7491,25,Male,21,22:43,7:50
7492,45,Female,25,21:38,7:03
7493,38,Male,24,23:58,6:01
7494,46,Female,21,23:32,6:41
7495,65,Female,23,21:30,7:00
7496,20,Male,18,22:44,7:40
7497,43,Male,22,22:17,5:04
7498,50,Male,22,23:12,7:33
7499,18,Female,24,21:41,5:57
7500,27,Male,18,21:09,6:48
1,22,Male,19,21:29,7:21
2,43,Male,18,22:34,6:45
3,30,Female,18,22:28,5:52
4,54,Male,19,23:28,5:59
5,63,Female,21,21:40,7:00
6,27,Female,24,22:29,6:05
7,42,Female,19,23:55,6:38
8,32,Male,25,22:41,6:14
9,52,Female,22,22:59,5:20
10,22,Female,20,21:10,6:29
11,43,Male,22,23:21,7:05
12,29,Female,20,23:35,6:46
13,64,Female,24,21:45,5:03
14,27,Male,25,21:21,5:11
15,33,Female,20,22:36,5:04
16,38,Male,22,22:52,6:21
17,36,Male,21,22:44,5:29
18,63,Male,22,21:58,6:39
19,26,Male,20,21:50,7:43
20,62,Male,18,23:11,6:31
21,45,Female,24,22:46,5:04
22,47,Male,19,22:43,5:01
23,60,Male,23,21:19,7:34
24,57,Male,25,22:16,5:48
25,32,Male,24,22:48,7:52
26,61,Female,20,23:31,5:21
27,54,Female,21,22:33,7:27
28,62,Male,20,22:02,6:32
29,61,Male,20,21:09,7:32
30,18,Female,18,21:02,7:33
31,24,Male,24,23:13,5:29
32,20,Female,22,22:18,6:36
33,49,Female,18,23:17,5:48
34,47,Female,20,23:23,5:21
35,36,Female,24,22:56,7:24
36,53,Male,23,21:31,7:05
37,55,Female,21,21:30,5:46
38,27,Female,25,22:43,7:31
39,21,Male,23,21:45,6:05
40,20,Male,25,23:12,6:19
41,37,Female,20,21:38,7:54
42,64,Female,21,23:50,6:58
43,64,Female,21,22:46,7:35
44,42,Male,25,23:34,6:07
45,49,Male,21,22:06,6:24
46,20,Male,18,23:25,5:51
47,56,Female,20,21:05,7:49
48,38,Female,19,21:47,6:37
49,41,Female,25,23:14,5:49
50,18,Male,23,21:20,7:02
51,27,Male,25,21:52,6:27
52,50,Male,18,23:39,6:49
53,19,Female,18,23:52,7:33
54,49,Female,23,22:29,6:56
55,55,Male,24,23:39,5:30
56,44,Male,20,21:10,5:46
57,23,Female,19,22:28,6:31
58,36,Female,20,23:07,6:07
59,43,Male,25,22:30,7:54
60,62,Female,22,22:32,5:14
61,35,Female,22,22:36,7:21
62,19,Male,19,23:16,6:38
63,45,Male,25,23:13,6:29
64,25,Female,21,21:36,7:45
65,50,Male,25,21:09,7:38
66,28,Female,21,22:32,6:19
67,65,Female,20,21:00,5:40
68,27,Female,25,23:44,6:47
69,50,Male,19,21:36,7:21
70,59,Male,23,22:56,6:47
71,37,Male,21,22:08,5:39
72,63,Male,23,22:46,5:05
73,25,Male,23,21:31,6:34
74,57,Male,18,22:59,5:26
75,27,Male,24,23:09,6:58
76,63,Male,21,23:28,6:57
77,39,Male,19,21:32,5:11
78,47,Female,20,21:45,6:16
79,41,Female,22,21:51,7:18
80,39,Female,24,23:59,6:09
81,25,Male,22,22:48,6:45
82,64,Male,20,23:18,7:49
83,58,Female,18,22:59,6:55
84,41,Male,25,22:05,6:13
85,36,Female,22,23:14,6:35
86,26,Female,18,22:16,7:16
87,64,Male,18,23:30,7:03
88,20,Female,25,21:01,7:25
89,43,Male,22,22:20,6:28
90,52,Male,22,21:49,6:57
91,49,Male,23,23:58,7:00
92,32,Male,18,22:45,5:09
93,63,Male,22,22:12,7:04
94,48,Female,20,21:28,6:37
95,55,Male,19,23:33,6:02
96,38,Female,23,21:42,6:03
97,34,Male,20,22:16,5:13
98,23,Female,20,21:50,5:20
99,53,Male,20,22:49,6:44
100,49,Female,24,23:29,7:10
101,57,Female,19,22:59,5:26
102,22,Female,23,23:52,5:15
103,49,Female,22,21:56,7:14
104,57,Male,21,22:04,6:07
105,25,Female,19,23:34,6:19
106,37,Male,21,23:23,6:52
107,60,Male,21,23:14,5:27
108,42,Female,23,23:38,6:00
109,41,Male,20,22:40,6:57
110,31,Female,25,21:10,7:47
111,41,Female,23,21:24,5:22
112,53,Female,19,23:10,7:13
113,58,Female,25,22:26,7:42
114,28,Male,20,21:24,7:49
115,33,Male,20,22:45,6:16
116,59,Male,18,22:50,6:49
117,35,Male,22,23:17,5:43
118,47,Male,19,22:09,7:38
119,26,Female,25,22:58,6:53
120,35,Female,25,21:42,5:01
121,62,Male,20,22:38,5:59
122,50,Female,18,22:38,7:56
123,19,Female,19,22:23,7:04
124,35,Female,25,23:16,7:18
125,48,Male,23,21:20,6:53
126,27,Female,18,23:30,5:50
127,21,Female,24,21:03,5:52
128,55,Male,20,23:14,7:44
129,27,Female,24,23:34,7:58
130,21,Female,22,21:07,7:13
131,48,Female,24,23:00,5:40
132,39,Female,22,23:01,7:23
133,59,Female,24,23:50,7:58
134,34,Female,24,22:28,7:55
135,24,Female,19,23:56,7:07
136,53,Female,21,22:20,5:34
137,27,Female,24,22:55,5:55
138,30,Female,19,23:42,6:01
139,47,Male,18,23:01,6:08
140,24,Male,22,23:10,5:07
141,51,Male,20,21:40,6:55
142,38,Male,23,22:07,6:24
143,34,Male,21,21:31,6:19
144,58,Male,20,22:28,5:52
145,21,Male,22,22:10,7:25
146,18,Female,25,21:53,5:00
147,38,Female,24,23:29,5:19
148,33,Female,25,22:05,5:55
149,31,Female,21,23:52,6:15
150,22,Male,20,21:47,6:54
151,23,Female,25,21:30,7:48
152,23,Female,20,21:27,7:10
153,43,Female,24,23:10,7:18
154,34,Male,23,22:52,7:27
155,47,Male,20,23:29,6:39
156,63,Male,21,23:06,5:36
157,60,Male,25,23:13,7:09
158,34,Female,19,23:42,5:01
159,24,Female,22,23:01,6:46
160,25,Male,24,22:01,7:17
161,28,Male,21,21:11,5:49
162,45,Male,25,21:56,7:51
163,41,Male,22,22:20,6:00
164,46,Male,25,23:30,6:19
165,37,Female,18,23:44,6:55
166,47,Male,23,23:12,6:34
167,51,Female,24,21:37,5:41
168,62,Male,24,21:57,6:19
169,41,Female,23,21:54,5:55
170,45,Male,19,23:53,5:23
171,30,Female,23,23:20,5:25
172,43,Female,22,22:15,7:24
173,30,Male,23,23:33,6:30
174,18,Female,21,21:39,5:52
175,36,Female,22,21:36,5:15
176,56,Female,21,23:57,5:27
177,18,Male,20,23:55,5:44
178,60,Female,19,22:41,7:49
179,30,Male,18,21:38,6:57
180,43,Female,18,21:10,5:26
181,23,Female,24,23:16,6:08
182,57,Male,24,21:19,5:05
183,61,Male,23,23:32,5:38
184,24,Female,20,22:31,5:00
185,29,Male,20,21:12,7:41
186,51,Female,24,23:45,5:39
187,47,Male,25,22:26,6:39
188,41,Male,19,23:01,5:05
189,34,Female,25,22:25,6:30
190,46,Male,19,23:35,7:40
191,56,Male,20,22:43,5:23
192,27,Male,20,23:12,6:57
193,34,Male,20,22:47,6:20
194,64,Female,19,21:22,7:19
195,46,Male,20,21:02,6:45
196,44,Male,21,21:10,5:03
197,28,Female,23,22:04,7:06
198,42,Male,23,23:46,5:54
199,63,Male,23,22:42,6:51
200,41,Male,20,22:32,5:41
201,26,Female,20,23:21,6:29
202,28,Female,24,23:52,7:43
203,53,Female,25,21:56,5:56
204,44,Female,24,22:14,5:46
205,41,Male,22,23:01,6:51
206,32,Female,21,23:13,6:34
207,31,Female,18,21:28,7:08
208,31,Male,25,22:55,7:08
209,27,Female,20,21:50,6:37
210,55,Female,23,23:26,6:27
211,28,Female,24,23:21,7:22
212,64,Female,19,22:37,5:01
213,42,Female,20,23:51,5:27
214,53,Female,25,23:30,5:34
215,23,Male,21,21:28,5:05
216,19,Male,19,21:34,6:03
217,29,Female,20,21:16,6:11
218,53,Female,22,23:38,5:32
219,50,Female,22,22:47,5:07
220,21,Male,19,21:42,6:46
221,25,Female,20,22:17,7:26
222,33,Male,22,21:34,5:58
223,22,Male,20,21:32,5:07
224,50,Female,21,22:59,5:21
225,41,Female,20,22:42,5:06
226,48,Female,22,23:51,6:00
227,63,Female,22,23:35,6:27
228,20,Male,18,22:50,6:16
229,37,Female,24,23:45,5:41
230,26,Male,23,21:21,5:25
231,50,Male,24,23:14,5:38
232,19,Male,22,23:26,5:42
233,24,Female,22,23:12,7:23
234,19,Female,19,22:52,6:08
235,36,Female,24,23:32,6:52
236,41,Male,22,21:43,5:03
237,25,Female,20,22:07,7:28
238,60,Male,18,22:36,5:08
239,41,Female,20,23:54,7:56
240,55,Female,23,22:56,6:50
241,60,Female,23,21:50,5:17
242,26,Female,24,23:10,7:49
243,57,Male,18,23:56,5:45
244,44,Female,18,23:50,5:11
245,56,Male,19,23:21,6:55
246,43,Female,18,23:11,6:19
247,24,Male,24,21:08,6:26
248,40,Male,19,22:15,6:56
249,40,Male,25,23:54,6:50
250,50,Female,24,22:37,7:27
251,45,Male,19,22:53,7:54
252,38,Female,20,21:01,5:30
253,25,Male,18,22:56,7:12
254,35,Male,25,23:47,5:42
255,38,Male,20,22:07,7:09
256,57,Male,22,21:33,5:14
257,34,Female,20,21:42,5:20
258,30,Male,22,22:37,5:06
259,65,Male,24,23:15,7:21
260,45,Female,23,23:46,5:29
261,48,Female,24,22:09,5:44
262,51,Male,19,21:38,7:34
263,22,Male,25,23:49,5:33
264,22,Male,19,22:08,7:45
265,65,Male,21,21:00,6:57
266,60,Female,19,21:38,7:08
267,48,Female,24,21:05,7:39
268,62,Male,25,23:25,7:46
269,19,Male,18,23:28,5:15
270,62,Male,24,23:53,6:17
271,59,Female,25,21:37,6:49
272,55,Female,22,23:07,5:11
273,39,Male,19,22:06,6:15
274,42,Female,21,21:41,6:01
275,22,Male,20,21:28,5:08
276,48,Male,24,23:01,7:30
277,65,Male,21,23:59,5:35
278,25,Female,24,23:05,6:22
279,29,Female,25,23:22,5:12
280,33,Male,22,23:28,7:41
281,51,Female,20,23:59,6:04
282,49,Female,23,22:47,7:19
283,45,Male,20,21:25,5:36
284,64,Male,20,21:52,7:27
285,25,Female,24,22:57,6:05
286,61,Female,23,22:55,7:58
287,34,Female,19,22:24,5:59
288,49,Female,20,22:59,6:19
289,52,Female,22,21:57,6:36
290,28,Female,24,23:40,5:36
291,36,Female,21,21:57,7:59
292,19,Male,24,22:18,5:31
293,43,Male,23,22:58,6:07
294,58,Male,19,23:35,5:07
295,23,Female,24,23:01,7:17
296,62,Female,22,23:35,7:37
297,59,Male,19,23:03,7:53
298,29,Female,23,23:32,7:53
299,29,Female,18,22:07,5:12
300,50,Female,18,22:01,5:01
301,42,Male,23,22:18,5:50
302,18,Male,23,21:33,5:36
303,50,Female,24,22:03,5:23
304,39,Male,22,23:11,7:56
305,60,Female,19,23:16,5:35
306,28,Female,18,21:58,6:59
307,36,Male,23,21:06,5:48
308,53,Male,24,23:47,5:44
309,62,Male,20,23:18,7:03
310,57,Female,18,23:12,6:17
311,61,Male,22,22:50,5:09
312,42,Female,23,22:30,5:30
313,44,Female,20,22:52,6:11
314,50,Male,18,23:28,6:00
315,61,Female,20,21:13,5:57
316,50,Female,20,22:40,6:17
317,64,Female,21,21:59,6:24
318,24,Female,19,22:08,6:25
319,20,Male,24,23:31,7:51
320,63,Male,25,22:38,7:58
321,52,Female,22,21:53,7:52
322,60,Male,25,21:32,6:31
323,34,Male,24,22:49,5:53
324,64,Male,24,23:52,6:18
325,53,Male,25,21:23,7:42
326,25,Male,24,22:33,6:29
327,38,Male,22,23:19,5:59
328,62,Female,24,21:53,5:21
329,62,Female,24,21:35,7:13
330,65,Female,24,21:28,6:26
331,47,Female,24,22:03,6:56
332,34,Female,23,22:16,5:03
333,23,Male,25,22:33,5:20
334,20,Female,25,21:42,6:28
335,63,Male,22,23:45,6:58
336,21,Female,19,21:56,7:43
337,30,Male,19,23:31,5:41
338,57,Female,24,22:50,7:54
339,35,Male,23,23:35,6:18
340,24,Male,25,21:35,5:08
341,45,Male,21,23:23,7:18
342,29,Female,22,22:19,6:56
343,57,Female,21,23:09,5:43
344,29,Male,24,23:50,6:40
345,22,Female,19,22:22,7:08
346,53,Female,18,22:34,6:16
347,61,Female,21,22:18,7:58
348,28,Female,23,22:35,5:58
349,26,Female,24,22:38,5:01
350,39,Female,24,23:06,6:03
351,55,Male,22,22:58,5:55
352,22,Female,19,23:41,7:43
353,45,Male,20,21:23,7:42
354,47,Male,21,23:58,7:33
355,62,Male,24,23:05,6:46
356,36,Female,19,22:17,5:36
357,50,Female,24,21:03,6:27
358,22,Male,19,22:27,5:16
359,54,Male,25,23:00,7:42
360,20,Male,18,23:44,5:59
361,56,Male,23,23:44,6:25
362,58,Male,19,21:40,5:47
363,26,Male,22,22:28,7:36
364,25,Female,22,22:30,5:58
365,39,Female,23,22:26,7:35
366,51,Male,18,21:12,6:46
367,22,Male,21,21:43,5:00
368,43,Male,19,23:06,6:19
369,50,Female,19,23:57,6:00
370,62,Female,19,22:16,7:03
371,61,Female,25,21:43,7:17
372,42,Male,24,23:23,6:11
373,31,Male,22,23:57,7:35
374,37,Male,20,22:17,5:43
375,34,Female,24,23:50,7:47
376,48,Female,20,21:19,7:42
377,27,Male,22,23:02,5:43
378,58,Female,21,23:05,6:26
379,19,Male,25,23:45,7:45
380,28,Male,22,21:41,6:13
381,40,Male,24,22:10,5:31
382,21,Female,19,22:32,7:55
383,44,Male,20,22:33,6:28
384,65,Male,20,22:20,7:29
385,35,Male,21,21:47,5:12
386,52,Female,21,21:31,6:40
387,57,Female,21,22:36,6:55
388,53,Female,23,21:30,6:40
389,62,Female,22,21:39,6:44
390,33,Male,21,22:42,5:17
391,24,Female,18,23:43,5:02
392,21,Male,25,21:56,5:20
393,62,Female,23,22:04,7:33
394,57,Male,25,21:47,6:58
395,19,Male,21,21:58,5:32
396,18,Female,20,22:50,6:33
397,44,Male,18,22:22,5:34
398,50,Female,24,23:29,5:03
399,18,Female,20,21:24,6:00
400,24,Female,19,22:40,7:52
401,33,Female,22,23:55,7:11
402,57,Female,24,23:15,7:30
403,21,Male,23,22:59,5:50
404,57,Female,25,21:05,6:55
405,58,Male,18,21:28,5:24
406,41,Male,21,23:28,7:32
407,44,Male,21,22:43,6:33
408,49,Male,22,22:43,7:47
409,48,Female,24,23:02,5:44
410,44,Female,20,21:11,5:33
411,65,Female,25,23:40,5:07
412,33,Female,21,22:00,6:30
413,64,Female,23,22:40,5:40
414,27,Male,21,21:56,7:44
415,50,Female,23,23:56,5:01
416,36,Male,25,21:04,7:16
417,58,Male,24,23:53,6:54
418,48,Female,24,21:47,6:13
419,19,Male,19,23:02,7:39
420,54,Male,20,21:08,7:00
421,33,Male,19,23:50,5:04
422,37,Male,22,21:04,7:10
423,45,Female,24,21:13,6:19
424,27,Female,24,23:51,6:44
425,50,Female,22,23:41,6:14
426,61,Male,23,23:10,7:35
427,38,Male,24,23:32,7:58
428,22,Female,21,23:22,7:06
429,43,Female,23,22:31,5:48
430,47,Female,24,23:38,5:18
431,63,Female,19,23:22,5:11
432,46,Female,23,22:43,5:24
433,44,Male,18,21:40,6:22
434,65,Female,19,22:16,5:11
435,58,Male,21,22:35,7:31
436,52,Male,25,22:56,7:41
437,61,Female,18,21:06,6:47
438,65,Male,22,22:03,5:43
439,46,Female,20,22:47,6:50
440,35,Male,23,21:07,7:19
441,32,Male,25,22:15,5:37
442,40,Female,18,23:45,5:05
443,36,Male,22,22:09,6:56
444,49,Female,21,22:22,7:36
445,62,Female,24,22:59,5:14
446,43,Female,23,23:03,5:32
447,38,Female,23,21:26,5:02
448,34,Female,23,23:57,7:38
449,40,Female,23,21:07,6:33
450,31,Female,25,21:07,5:19
451,57,Female,21,22:09,7:59
452,47,Male,21,23:32,5:41
453,26,Female,18,23:25,5:13
454,19,Female,19,23:28,6:24
455,28,Male,23,21:10,7:24
456,39,Male,24,21:11,7:19
457,25,Male,20,22:53,6:59
458,48,Female,24,21:49,6:25
459,54,Female,24,23:17,5:02
460,19,Male,18,21:30,5:33
461,48,Female,24,22:29,6:31
462,30,Female,25,23:18,5:44
463,25,Male,23,22:24,5:37
464,23,Female,23,23:34,6:12
465,30,Female,22,21:15,7:41
466,43,Male,19,22:00,7:58
467,32,Female,25,22:25,6:55
468,45,Female,21,21:34,5:32
469,51,Female,21,21:42,7:42
470,36,Female,21,22:32,6:14
471,19,Male,24,22:25,5:29
472,51,Female,24,22:46,7:15
473,58,Female,25,23:35,5:28
474,38,Female,22,21:24,7:58
475,34,Male,22,23:37,6:22
476,43,Male,20,22:44,7:16
